Codigo Convocatoria,Nombre del Oferente,Area del Conocimiento,Nombre del programa,Nombre del País,Fecha de Recepción - mm/dd/aaaa,Perfil del Aplicante,Objetivo del Programa
2257519,GOBIERNO DE LA INDIA,CIENCIAS SOCIALES Y ECONOMIA,INTERNATIONAL ECONOMIC ISSUES AND DEVELOPMENT POLICY (IEIDP),India (República de India),11/01/2018 12:00:00 AM,"El programa está dirigido a profesionales con título de maestría en ciencias sociales- economía o áreas afines- que se desempeñen en entidades públicas o privadas o que cuenten con experiencia profesional relacionada con asuntos de economía internacional. REQUISITOS: El candidato debe ser mayor de 25 años y menor de 45 años- tener un promedio mínimo de notas de Maestría de 3-7/5-0  contar con mínimo 5 años de experiencia profesional en el área del curso y tener buenos conocimientos del idioma inglés con prueba escrita- con puntaje mínimo: (TOEFL: por Internet (IBT) 65 puntos- Prueba por computador: 183 puntos- IELTS: 5.5- MET B2) u otra prueba de instituciones que estén avaladas oficialmente- que describa porcentual o numéricamente la habilidad en expresión oral- comprensión auditiva y capacidad de escritura- con nivel mínimo de B2. Las personas que hayan cursado estudios de bachillerato- pregrado o posgrado en países de habla inglesa podrán adjuntar copia de su diploma. No se recibirán constancias de cursos de inglés. NO SE RECIBEN APLICACIONES DE CANDIDATOS QUE HAYAN RECIBIDO CAPACITACIÓN A TRAVÉS DEL PROGRAMA ITEC- DEL GOBIERNO DE LA INDIA ANTERIORMENTE. Los candidatos deben gozar de buena salud física y mental. Los Preseleccionados deberán presentar entrevista en la Embajada de la India si la embajada lo considera pertinente. LOS ASPIRANTES DEBEN ENVIAR 3 PAQUETES DE LOS DOCUMENTOS REQUERIDOS POR SEPARADO- EXACTAMENTE IGUALES Y CADA PAQUETE DEBE CONTENER LOS DOCUMENTOS EN EL ORDEN ESTABLECIDO EN LA PRESENTE CONVOCATORIA. LOS CANDIDATOS DEBEN DILIGENCIAR ABSOLUTAMENTE TODOS LOS ESPACIOS DE LOS FORMULARIOS FÍSICOS Y VIRTUALES SIN EXCEPCIÓN- NO ES ACEPTABLE LA ABREVIATURA ""N/A""- SE DEBE PONER NO APLICA. LOS EXPEDIENTES QUE SE RECIBAN SIN CUMPLIR DICHAS CONDICIONES- NO SERÁN TENIDOS EN CUENTA Y QUEDARÁN EXCLUIDOS DEL PROCESO.",Brindar a los participantes conocimientos y actualización en el campo del curso ofrecido.
2257319,GOBIERNO DE LA INDIA,ADMINISTRACIÓN - CIENCIAS DE LA SALUD,HEALTH SECURITY AND PROTECTION OF WORKERS,India (República de India),12/06/2018 12:00:00 AM,"El programa está dirigido a profesionales en ciencias de la salud- administración- economía- política pública en salud o áreas afines que se desempeñen en entidades públicas o privadas o que cuenten con experiencia profesional relacionada en temas inherentes al programa salud en el trabajo y protección de los trabajadores. REQUISITOS: El candidato debe ser mayor de 25 años y menor de 45 años- tener un promedio mínimo de notas de pregrado de 3-7/5-0  contar con mínimo 5 años de experiencia profesional en el área del curso y tener buenos conocimientos del idioma inglés con prueba escrita- con puntaje mínimo: (TOEFL: por Internet (IBT) 65 puntos- Prueba por computador: 183 puntos- IELTS: 5.5- MET B2) u otra prueba de instituciones que estén avaladas oficialmente- que describa porcentual o numéricamente la habilidad en expresión oral- comprensión auditiva y capacidad de escritura- con nivel mínimo de B2. Las personas que hayan cursado estudios de bachillerato- pregrado o posgrado en países de habla inglesa podrán adjuntar copia de su diploma. No se recibirán constancias de cursos de inglés. NO SE RECIBEN APLICACIONES DE CANDIDATOS QUE HAYAN RECIBIDO CAPACITACIÓN A TRAVÉS DEL PROGRAMA ITEC- DEL GOBIERNO DE LA INDIA ANTERIORMENTE. Los candidatos deben gozar de buena salud física y mental. Los Preseleccionados deberán presentar entrevista en la Embajada de la India si la embajada lo considera pertinente. LOS ASPIRANTES DEBEN ENVIAR 3 PAQUETES DE LOS DOCUMENTOS REQUERIDOS POR SEPARADO- EXACTAMENTE IGUALES Y CADA PAQUETE DEBE CONTENER LOS DOCUMENTOS EN EL ORDEN ESTABLECIDO EN LA PRESENTE CONVOCATORIA. LOS CANDIDATOS DEBEN DILIGENCIAR ABSOLUTAMENTE TODOS LOS ESPACIOS DE LOS FORMULARIOS FÍSICOS Y VIRTUALES SIN EXCEPCIÓN- NO ES ACEPTABLE LA ABREVIATURA ""N/A""- SE DEBE PONER NO APLICA. LOS EXPEDIENTES QUE SE RECIBAN SIN CUMPLIR DICHAS CONDICIONES- NO SERÁN TENIDOS EN CUENTA Y QUEDARÁN EXCLUIDOS DEL PROCESO.",Brindar a los participantes conocimientos y actualización en el campo del curso ofrecido.
2257919,GOBIERNO DE LA INDIA,INGENIERIA Y AFINES,CERTIFICATE COURSE IN ELECTRIC POWER MANAGEMENT,India (República de India),10/12/2018 12:00:00 AM,"El programa está dirigido a profesionales universitarios en ingeniería (preferiblemente eléctrica o mecánica) o áreas afines que cuenten con experiencia profesional relacionada en generación- transmisión y distribución de energía  que se desempeñen en entidades públicas o privadas del sector energético. REQUISITOS: El candidato debe ser mayor de 25 años y menor de 45 años- tener un promedio mínimo de notas de pregrado de 3-7/5-0  contar con mínimo 5 años de experiencia profesional en el área del curso y tener buenos conocimientos del idioma inglés con prueba escrita- con puntaje mínimo: (TOEFL: por Internet (IBT) 65 puntos- Prueba por computador: 183 puntos- IELTS: 5.5- MET B2) u otra prueba de instituciones que estén avaladas oficialmente- que describa porcentual o numéricamente la habilidad en expresión oral- comprensión auditiva y capacidad de escritura- con nivel mínimo de B2. Las personas que hayan cursado estudios de bachillerato- pregrado o posgrado en países de habla inglesa podrán adjuntar copia de su diploma. No se recibirán constancias de cursos de inglés. NO SE RECIBEN APLICACIONES DE CANDIDATOS QUE HAYAN RECIBIDO CAPACITACIÓN A TRAVÉS DEL PROGRAMA ITEC- DEL GOBIERNO DE LA INDIA ANTERIORMENTE. Los candidatos deben gozar de buena salud física y mental. Los Preseleccionados deberán presentar entrevista en la Embajada de la India si la embajada lo considera pertinente. LOS ASPIRANTES DEBEN ENVIAR 3 PAQUETES DE LOS DOCUMENTOS REQUERIDOS POR SEPARADO- EXACTAMENTE IGUALES Y CADA PAQUETE DEBE CONTENER LOS DOCUMENTOS EN EL ORDEN ESTABLECIDO EN LA PRESENTE CONVOCATORIA. LOS CANDIDATOS DEBEN DILIGENCIAR ABSOLUTAMENTE TODOS LOS ESPACIOS DE LOS FORMULARIOS FÍSICOS Y VIRTUALES SIN EXCEPCIÓN- NO ES ACEPTABLE LA ABREVIATURA ""N/A""- SE DEBE PONER NO APLICA. LOS EXPEDIENTES QUE SE RECIBAN SIN CUMPLIR DICHAS CONDICIONES- NO SERÁN TENIDOS EN CUENTA Y QUEDARÁN EXCLUIDOS DEL PROCESO.",Brindar a los participantes conocimientos y actualización en el campo del curso ofrecido.
2258019,GOBIERNO DE LA INDIA,INGENIERIA Y AFINES,MANAGEMENT OF POWER GENERATION PLANTS,India (República de India),11/13/2018 12:00:00 AM,"El programa está dirigido a profesionales universitarios en ingeniería o áreas afines que se desempeñen en entidades públicas o privadas o que cuenten con experiencia profesional relacionada con la administración de plantas generadoras de energía. REQUISITOS: El candidato debe ser mayor de 25 años y menor de 45 años- tener un promedio mínimo de notas de pregrado de 3-7/5-0  contar con mínimo 5 años de experiencia profesional en el área del curso y tener buenos conocimientos del idioma inglés con prueba escrita- con puntaje mínimo: (TOEFL: por Internet (IBT) 65 puntos- Prueba por computador: 183 puntos- IELTS: 5.5- MET B2) u otra prueba de instituciones que estén avaladas oficialmente- que describa porcentual o numéricamente la habilidad en expresión oral- comprensión auditiva y capacidad de escritura- con nivel mínimo de B2. Las personas que hayan cursado estudios de bachillerato- pregrado o posgrado en países de habla inglesa podrán adjuntar copia de su diploma. No se recibirán constancias de cursos de inglés. NO SE RECIBEN APLICACIONES DE CANDIDATOS QUE HAYAN RECIBIDO CAPACITACIÓN A TRAVÉS DEL PROGRAMA ITEC- DEL GOBIERNO DE LA INDIA ANTERIORMENTE. Los candidatos deben gozar de buena salud física y mental. Los Preseleccionados deberán presentar entrevista en la Embajada de la India si la embajada lo considera pertinente. LOS ASPIRANTES DEBEN ENVIAR 3 PAQUETES DE LOS DOCUMENTOS REQUERIDOS POR SEPARADO- EXACTAMENTE IGUALES Y CADA PAQUETE DEBE CONTENER LOS DOCUMENTOS EN EL ORDEN ESTABLECIDO EN LA PRESENTE CONVOCATORIA. LOS CANDIDATOS DEBEN DILIGENCIAR ABSOLUTAMENTE TODOS LOS ESPACIOS DE LOS FORMULARIOS FÍSICOS Y VIRTUALES SIN EXCEPCIÓN- NO ES ACEPTABLE LA ABREVIATURA ""N/A""- SE DEBE PONER NO APLICA. LOS EXPEDIENTES QUE SE RECIBAN SIN CUMPLIR DICHAS CONDICIONES- NO SERÁN TENIDOS EN CUENTA Y QUEDARÁN EXCLUIDOS DEL PROCESO.",Brindar a los participantes conocimientos y actualización en el campo del curso ofrecido.
2256619,GOBIERNO DE LA INDIA,INGENIERIA Y AFINES,MOBILE TECHNOLOGIES,India (República de India),10/12/2018 12:00:00 AM,"El programa está dirigido a profesionales universitarios en ingeniería- ciencias de computación- tecnologías de la información o áreas afines- que se desempeñen en entidades públicas o privadas o que cuenten con experiencia profesional relacionada con tecnologías móviles.  REQUISITOS: El candidato debe ser mayor de 25 años y menor de 45 años- tener un promedio mínimo de notas de pregrado de 3-7/5-0  contar con mínimo 5 años de experiencia profesional en el área del curso y tener buenos conocimientos del idioma inglés con prueba escrita- con puntaje mínimo: (TOEFL: por Internet (IBT) 65 puntos- Prueba por computador: 183 puntos- IELTS: 5.5- MET B2) u otra prueba de instituciones que estén avaladas oficialmente- que describa porcentual o numéricamente la habilidad en expresión oral- comprensión auditiva y capacidad de escritura- con nivel mínimo de B2. Las personas que hayan cursado estudios de bachillerato- pregrado o posgrado en países de habla inglesa podrán adjuntar copia de su diploma. No se recibirán constancias de cursos de inglés. NO SE RECIBEN APLICACIONES DE CANDIDATOS QUE HAYAN RECIBIDO CAPACITACIÓN A TRAVÉS DEL PROGRAMA ITEC- DEL GOBIERNO DE LA INDIA ANTERIORMENTE. Los candidatos deben gozar de buena salud física y mental. Los Preseleccionados deberán presentar entrevista en la Embajada de la India si la embajada lo considera pertinente. LOS ASPIRANTES DEBEN ENVIAR 3 PAQUETES DE LOS DOCUMENTOS REQUERIDOS POR SEPARADO- EXACTAMENTE IGUALES Y CADA PAQUETE DEBE CONTENER LOS DOCUMENTOS EN EL ORDEN ESTABLECIDO EN LA PRESENTE CONVOCATORIA. LOS CANDIDATOS DEBEN DILIGENCIAR ABSOLUTAMENTE TODOS LOS ESPACIOS DE LOS FORMULARIOS FÍSICOS Y VIRTUALES SIN EXCEPCIÓN- NO ES ACEPTABLE LA ABREVIATURA ""N/A""- SE DEBE PONER NO APLICA. LOS EXPEDIENTES QUE SE RECIBAN SIN CUMPLIR DICHAS CONDICIONES- NO SERÁN TENIDOS EN CUENTA Y QUEDARÁN EXCLUIDOS DEL PROCESO.",Brindar a los participantes conocimientos y actualización en el campo del curso ofrecido.
2258119,GOBIERNO DE LA INDIA,ADMINISTRACIÓN,CERTIFICATE COURSE IN FERTILIZER TECHNOLOGY,India (República de India),09/28/2018 12:00:00 AM,"El programa está dirigido a profesionales universitarios en ingeniería- administración o áreas afines al tema del curso que se desempeñen en entidades públicas- privadas- industria de fertilizantes y/o el sector agrícola- o que cuenten con experiencia profesional relacionada con el manejo de fertilizantes.  REQUISITOS: El candidato debe ser mayor de 25 años y menor de 45 años- tener un promedio mínimo de notas de pregrado de 3-7/5-0  contar con mínimo 5 años de experiencia profesional en el área del curso y tener buenos conocimientos del idioma inglés con prueba escrita- con puntaje mínimo: (TOEFL: por Internet (IBT) 65 puntos- Prueba por computador: 183 puntos- IELTS: 5.5- MET B2) u otra prueba de instituciones que estén avaladas oficialmente- que describa porcentual o numéricamente la habilidad en expresión oral- comprensión auditiva y capacidad de escritura- con nivel mínimo de B2. Las personas que hayan cursado estudios de bachillerato- pregrado o posgrado en países de habla inglesa podrán adjuntar copia de su diploma. No se recibirán constancias de cursos de inglés. NO SE RECIBEN APLICACIONES DE CANDIDATOS QUE HAYAN RECIBIDO CAPACITACIÓN A TRAVÉS DEL PROGRAMA ITEC- DEL GOBIERNO DE LA INDIA ANTERIORMENTE. Los candidatos deben gozar de buena salud física y mental. Los Preseleccionados deberán presentar entrevista en la Embajada de la India si la embajada lo considera pertinente. LOS ASPIRANTES DEBEN ENVIAR 3 PAQUETES DE LOS DOCUMENTOS REQUERIDOS POR SEPARADO- EXACTAMENTE IGUALES Y CADA PAQUETE DEBE CONTENER LOS DOCUMENTOS EN EL ORDEN ESTABLECIDO EN LA PRESENTE CONVOCATORIA. LOS CANDIDATOS DEBEN DILIGENCIAR ABSOLUTAMENTE TODOS LOS ESPACIOS DE LOS FORMULARIOS FÍSICOS Y VIRTUALES SIN EXCEPCIÓN- NO ES ACEPTABLE LA ABREVIATURA ""N/A""- SE DEBE PONER NO APLICA. LOS EXPEDIENTES QUE SE RECIBAN SIN CUMPLIR DICHAS CONDICIONES- NO SERÁN TENIDOS EN CUENTA Y QUEDARÁN EXCLUIDOS DEL PROCESO.",Brindar a los participantes conocimientos y actualización en el campo del curso ofrecido.
2258918,GOBIERNO DE LA INDIA,ADMINISTRACIÓN,GLOBAL HUMAN RESOURCE MANAGEMENT,India (República de India),09/14/2018 12:00:00 AM,"El programa está dirigido a profesionales universitarios en administración- economía o áreas afines que se desempeñen en entidades públicas o privadas o que cuenten con experiencia profesional en temas inherentes al manejo de recursos humanos. REQUISITOS: El aspirante debe ser mayor de 25 años y menor de 45 años- tener un promedio mínimo de notas de pregrado de 3-7/5-0  contar con mínimo 5 años de experiencia profesional en el área del curso y tener buenos conocimientos del idioma inglés con prueba escrita- con puntaje mínimo: (TOEFL: por Internet (IBT) 65 puntos- Prueba por computador: 183 puntos- IELTS: 5.5- MET B2) u otra prueba de instituciones que estén avaladas oficialmente- que describa porcentual o numéricamente la habilidad en expresión oral- comprensión auditiva y capacidad de escritura- con nivel mínimo de B2. Las personas que hayan cursado estudios de bachillerato- pregrado o posgrado en países de habla inglesa podrán adjuntar copia de su diploma. No se recibirán constancias de cursos de inglés. NO SE RECIBEN APLICACIONES DE CANDIDATOS QUE HAYAN RECIBIDO CAPACITACIÓN A TRAVÉS DEL PROGRAMA ITEC- DEL GOBIERNO DE LA INDIA ANTERIORMENTE. Los candidatos deben gozar de buena salud física y mental. Los Preseleccionados deberán presentar entrevista en la Embajada de la India si la embajada lo considera pertinente. LOS ASPIRANTES DEBEN ENVIAR 3 PAQUETES DE LOS DOCUMENTOS REQUERIDOS POR SEPARADO- EXACTAMENTE IGUALES Y CADA PAQUETE DEBE CONTENER LOS DOCUMENTOS EN EL ORDEN ESTABLECIDO EN LA PRESENTE CONVOCATORIA. LOS CANDIDATOS DEBEN DILIGENCIAR ABSOLUTAMENTE TODOS LOS ESPACIOS DE LOS FORMULARIOS FÍSICOS Y VIRTUALES SIN EXCEPCIÓN- NO ES ACEPTABLE LA ABREVIATURA ""N/A""- SE DEBE PONER NO APLICA. LOS EXPEDIENTES QUE SE RECIBAN SIN CUMPLIR DICHAS CONDICIONES- NO SERÁN TENIDOS EN CUENTA Y QUEDARÁN EXCLUIDOS DEL PROCESO.",Brindar a los participantes conocimientos y actualización en el campo del curso ofrecido.
2258719,GOBIERNO DE LA INDIA,CIENCIAS SOCIALES Y ECONOMIA,PARTICIPATORY PLANNING FOR POVERTY REDUCTION AND SUSTAINABLE DEVELOPMENT,India (República de India),10/30/2018 12:00:00 AM,"El programa está dirigido a profesionales universitarios en administración- economía o áreas afines que se desempeñen en entidades públicas o privadas o que cuenten con experiencia profesional en temas inherentes a la planeación para el desarrollo sostenible y la reducción de la pobreza. REQUISITOS: El aspirante debe ser mayor de 25 años y menor de 45 años- tener un promedio mínimo de notas de pregrado de 3-7/5-0  contar con mínimo 5 años de experiencia profesional en el área del curso y tener buenos conocimientos del idioma inglés con prueba escrita- con puntaje mínimo TOEFL: por Internet (IBT) 65 puntos- Prueba por computador: 183 puntos- IELTS: 5.5- MET B2) u otra prueba de instituciones que estén avaladas oficialmente- que describa porcentual o numéricamente la habilidad en expresión oral- comprensión auditiva y capacidad de escritura- con nivel mínimo de B2. Las personas que hayan cursado estudios de bachillerato- pregrado o posgrado en países de habla inglesa podrán adjuntar copia de su diploma. No se recibirán constancias de cursos de inglés. NO SE RECIBEN APLICACIONES DE CANDIDATOS QUE HAYAN RECIBIDO CAPACITACIÓN A TRAVÉS DEL PROGRAMA ITEC- DEL GOBIERNO DE LA INDIA ANTERIORMENTE. Los candidatos deben gozar de buena salud física y mental. Los Preseleccionados deberán presentar entrevista en la Embajada de la India si la embajada lo considera pertinente. LOS ASPIRANTES DEBEN ENVIAR 3 PAQUETES DE LOS DOCUMENTOS REQUERIDOS POR SEPARADO- EXACTAMENTE IGUALES Y CADA PAQUETE DEBE CONTENER LOS DOCUMENTOS EN EL ORDEN ESTABLECIDO EN LA PRESENTE CONVOCATORIA. LOS CANDIDATOS DEBEN DILIGENCIAR ABSOLUTAMENTE TODOS LOS ESPACIOS DE LOS FORMULARIOS FÍSICOS Y VIRTUALES SIN EXCEPCIÓN- NO ES ACEPTABLE LA ABREVIATURA ""N/A""- SE DEBE PONER NO APLICA. LOS EXPEDIENTES QUE SE RECIBAN SIN CUMPLIR DICHAS CONDICIONES- NO SERÁN TENIDOS EN CUENTA Y QUEDARÁN EXCLUIDOS DEL PROCESO.",Brindar a los participantes conocimientos y actualización en el campo del curso ofrecido.
2258819,GOBIERNO DE LA INDIA,ADMINISTRACIÓN,HUMAN CAPABILITIES,India (República de India),12/03/2018 12:00:00 AM,"El programa está dirigido a profesionales en administración- economía o áreas afines- que se desempeñen en entidades públicas- privadas o que tengan experiencia profesional en temas inherentes al manejo de personal y estudio de las capacidades humanas en la economía y el desarrollo. REQUISITOS: El aspirante debe ser mayor de 25 años y menor de 45 años- tener un promedio mínimo de notas de pregrado de 3-7/5-0  contar con mínimo 5 años de experiencia profesional en el área del curso y tener buenos conocimientos del idioma inglés con prueba escrita- con puntaje mínimo: (TOEFL: por Internet (IBT) 65 puntos- Prueba por computador: 183 puntos- IELTS: 5.5- MET B2) u otra prueba de instituciones que estén avaladas oficialmente- que describa porcentual o numéricamente la habilidad en expresión oral- comprensión auditiva y capacidad de escritura- con nivel mínimo de B2. Las personas que hayan cursado estudios de bachillerato- pregrado o posgrado en países de habla inglesa podrán adjuntar copia de su diploma. No se recibirán constancias de cursos de inglés. NO SE RECIBEN APLICACIONES DE CANDIDATOS QUE HAYAN RECIBIDO CAPACITACIÓN A TRAVÉS DEL PROGRAMA ITEC- DEL GOBIERNO DE LA INDIA ANTERIORMENTE. Los candidatos deben gozar de buena salud física y mental. Los Preseleccionados deberán presentar entrevista en la Embajada de la India si la embajada lo considera pertinente. LOS ASPIRANTES DEBEN ENVIAR 3 PAQUETES DE LOS DOCUMENTOS REQUERIDOS POR SEPARADO- EXACTAMENTE IGUALES Y CADA PAQUETE DEBE CONTENER LOS DOCUMENTOS EN EL ORDEN ESTABLECIDO EN LA PRESENTE CONVOCATORIA. LOS CANDIDATOS DEBEN DILIGENCIAR ABSOLUTAMENTE TODOS LOS ESPACIOS DE LOS FORMULARIOS FÍSICOS Y VIRTUALES SIN EXCEPCIÓN- NO ES ACEPTABLE LA ABREVIATURA ""N/A""- SE DEBE PONER NO APLICA. LOS EXPEDIENTES QUE SE RECIBAN SIN CUMPLIR DICHAS CONDICIONES- NO SERÁN TENIDOS EN CUENTA Y QUEDARÁN EXCLUIDOS DEL PROCESO.",Brindar a los participantes conocimientos y actualización en el campo del curso ofrecido.
2256519,GOBIERNO DE LA INDIA,INGENIERIA Y AFINES,SPECIALIZED PROGRAMME ON MOBILE APPS DEVELOPMENT,India (República de India),12/10/2018 12:00:00 AM,"El programa está dirigido a profesionales universitarios- técnicos o tecnólogos en ingeniería- ciencias de computación- tecnologías de la información o áreas afines- con conocimientos preferiblemente en base de datos y conceptos oops- que se desempeñen en entidades públicas o privadas o que cuenten con experiencia profesional relacionada con el desarrollo de aplicaciones móviles.  REQUISITOS: El candidato debe ser mayor de 25 años y menor de 45 años- tener un promedio mínimo de notas de pregrado de 3-7/5-0  contar con mínimo 5 años de experiencia profesional en el área del curso y tener buenos conocimientos del idioma inglés con prueba escrita- con puntaje mínimo: (TOEFL: por Internet (IBT) 65 puntos- Prueba por computador: 183 puntos- IELTS: 5.5- MET B2) u otra prueba de instituciones que estén avaladas oficialmente- que describa porcentual o numéricamente la habilidad en expresión oral- comprensión auditiva y capacidad de escritura- con nivel mínimo de B2. Las personas que hayan cursado estudios de bachillerato- pregrado o posgrado en países de habla inglesa podrán adjuntar copia de su diploma. No se recibirán constancias de cursos de inglés. NO SE RECIBEN APLICACIONES DE CANDIDATOS QUE HAYAN RECIBIDO CAPACITACIÓN A TRAVÉS DEL PROGRAMA ITEC- DEL GOBIERNO DE LA INDIA ANTERIORMENTE. Los candidatos deben gozar de buena salud física y mental. Los Preseleccionados deberán presentar entrevista en la Embajada de la India si la embajada lo considera pertinente. LOS ASPIRANTES DEBEN ENVIAR 3 PAQUETES DE LOS DOCUMENTOS REQUERIDOS POR SEPARADO- EXACTAMENTE IGUALES Y CADA PAQUETE DEBE CONTENER LOS DOCUMENTOS EN EL ORDEN ESTABLECIDO EN LA PRESENTE CONVOCATORIA. LOS CANDIDATOS DEBEN DILIGENCIAR ABSOLUTAMENTE TODOS LOS ESPACIOS DE LOS FORMULARIOS FÍSICOS Y VIRTUALES SIN EXCEPCIÓN- NO ES ACEPTABLE LA ABREVIATURA ""N/A""- SE DEBE PONER NO APLICA. LOS EXPEDIENTES QUE SE RECIBAN SIN CUMPLIR DICHAS CONDICIONES- NO SERÁN TENIDOS EN CUENTA Y QUEDARÁN EXCLUIDOS DEL PROCESO.",Brindar a los participantes conocimientos y actualización en el campo del curso ofrecido.
2256319,GOBIERNO DE LA INDIA,INGENIERIA Y AFINES,SPECIALIZED TRAINING PROGRAM IN CYBER SECURITY & MALWARE ANALYTICS (REVERSE ENGINEERING),India (República de India),12/05/2018 12:00:00 AM,"El programa está dirigido a profesionales universitarios- técnicos o tecnólogos en ingeniería de sistemas- telecomunicaciones o áreas afines que se desempeñen en temas relacionados con ciberseguridad y análisis de virus informáticos en entidades públicas o privadas.  REQUISITOS: El candidato debe ser mayor de 25 años y menor de 45 años- tener un promedio mínimo de notas de pregrado de 3-7/5-0  contar con mínimo 5 años de experiencia profesional en el área del curso y tener buenos conocimientos del idioma inglés con prueba escrita- con puntaje mínimo: (TOEFL: por Internet (IBT) 65 puntos- Prueba por computador: 183 puntos- IELTS: 5.5- MET B2) u otra prueba de instituciones que estén avaladas oficialmente- que describa porcentual o numéricamente la habilidad en expresión oral- comprensión auditiva y capacidad de escritura- con nivel mínimo de B2. Las personas que hayan cursado estudios de bachillerato- pregrado o posgrado en países de habla inglesa podrán adjuntar copia de su diploma. No se recibirán constancias de cursos de inglés. NO SE RECIBEN APLICACIONES DE CANDIDATOS QUE HAYAN RECIBIDO CAPACITACIÓN A TRAVÉS DEL PROGRAMA ITEC- DEL GOBIERNO DE LA INDIA ANTERIORMENTE. Los candidatos deben gozar de buena salud física y mental. Los Preseleccionados deberán presentar entrevista en la Embajada de la India si la embajada lo considera pertinente. LOS ASPIRANTES DEBEN ENVIAR 3 PAQUETES DE LOS DOCUMENTOS REQUERIDOS POR SEPARADO- EXACTAMENTE IGUALES Y CADA PAQUETE DEBE CONTENER LOS DOCUMENTOS EN EL ORDEN ESTABLECIDO EN LA PRESENTE CONVOCATORIA. LOS CANDIDATOS DEBEN DILIGENCIAR ABSOLUTAMENTE TODOS LOS ESPACIOS DE LOS FORMULARIOS FÍSICOS Y VIRTUALES SIN EXCEPCIÓN- NO ES ACEPTABLE LA ABREVIATURA ""N/A""- SE DEBE PONER NO APLICA. LOS EXPEDIENTES QUE SE RECIBAN SIN CUMPLIR DICHAS CONDICIONES- NO SERÁN TENIDOS EN CUENTA Y QUEDARÁN EXCLUIDOS DEL PROCESO.",Brindar a los participantes conocimientos y actualización en el campo del curso ofrecido.
2259718,GOBIERNO DE LA INDIA,ADMINISTRACIÓN - ECONOMÍA,WOMEN AND ENTERPRISE DEVELOPMENT (WED)-A TRAINERS/PROMOTERS PROGRAM,India (República de India),09/14/2018 12:00:00 AM,"El programa está dirigido a profesionales universitarios en ciencias sociales- economía- administración o áreas afines que se desempeñen en el área del programa- en entidades públicas o privadas o que cuenten con experiencia profesional en temas relacionados con el empoderamiento de la mujer para la creación y el desarrollo de pequeñas empresas.  REQUISITOS: El aspirante debe ser mayor de 25 años y menor de 45 años- tener un promedio mínimo de notas de pregrado de 3-7/5-0  contar con mínimo 5 años de experiencia profesional en el área del curso y tener buenos conocimientos del idioma inglés con prueba escrita- con puntaje mínimo: (TOEFL: por Internet (IBT) 65 puntos- Prueba por computador: 183 puntos- IELTS: 5.5- MET B2) u otra prueba de instituciones que estén avaladas oficialmente- que describa porcentual o numéricamente la habilidad en expresión oral- comprensión auditiva y capacidad de escritura- con nivel mínimo de B2. Las personas que hayan cursado estudios de bachillerato- pregrado o posgrado en países de habla inglesa podrán adjuntar copia de su diploma. No se recibirán constancias de cursos de inglés. NO SE RECIBEN APLICACIONES DE CANDIDATOS QUE HAYAN RECIBIDO CAPACITACIÓN A TRAVÉS DEL PROGRAMA ITEC- DEL GOBIERNO DE LA INDIA ANTERIORMENTE. Los candidatos deben gozar de buena salud física y mental. Los Preseleccionados deberán presentar entrevista en la Embajada de la India si la embajada lo considera pertinente.LOS ASPIRANTES DEBEN ENVIAR 3 PAQUETES DE LOS DOCUMENTOS REQUERIDOS POR SEPARADO- EXACTAMENTE IGUALES Y CADA PAQUETE DEBE CONTENER LOS DOCUMENTOS EN EL ORDEN ESTABLECIDO EN LA PRESENTE CONVOCATORIA. LOS CANDIDATOS DEBEN DILIGENCIAR ABSOLUTAMENTE TODOS LOS ESPACIOS DE LOS FORMULARIOS FÍSICOS Y VIRTUALES SIN EXCEPCIÓN- NO ES ACEPTABLE LA ABREVIATURA ""N/A""- SE DEBE PONER NO APLICA. LOS EXPEDIENTES QUE SE RECIBAN SIN CUMPLIR DICHAS CONDICIONES- NO SERÁN TENIDOS EN CUENTA Y QUEDARÁN EXCLUIDOS DEL PROCESO.",Brindar a los participantes conocimientos y actualización en el campo del curso ofrecido.
